Code,Description,Width,rabbet,category,Cost,chop,group
3333BK,33x33mm Black Portland Block Moulding,33,17,Black,4.81,9.62,Wood
3333BN,33x33mm Brown Portland Block Moulding,33,17,Brown,4.81,9.62,Wood
3333GY,33x33mm Dark Grey Portland Block Moulding,33,17,Grey,4.81,9.62,Wood
3333PG,33x33mm Pale Grey Portland Block Moulding,33,17,Grey,4.81,9.62,Wood
3333WH,33x33mm White Portland Block Moulding,33,17,White,4.81,9.62,Wood
3442BK,34x42mm Black Ravenna Flat/Bevel Moulding,34,29,Black,5.43,10.86,Wood
3442GY,34x42mm Grey Ravenna Flat/Bevel Moulding,34,29,Grey,5.43,10.86,Wood
3442IV,34x42mm Ivory Ravenna Flat/Bevel Moulding,34,29,Cream,5.43,10.86,Wood
3442WH,34x42mm White Ravenna Flat/Bevel Moulding,34,29,White,5.43,10.86,Wood
3520BG,35x20mm Matt Black & Gold Bevel Moulding,35,14,Black,5.63,11.26,Wood
3520BS,35x20mm Matt Black & Silver Bevel Moulding,35,14,Black,5.63,11.26,Wood
3529WE,35x29mm Wenge & Silver Bevel Moulding,35,14,Black,5.97,11.95,Wood
3530OB,35x28mm Raw Obeche Scoop Moulding,35,6,Natural,6.99,13.99,Wood
3543AS,23x13mm Anthracite Silver Cushion Moulding,23,10,Silver,6.77,13.55,Wood
3543BK,23x13mm Black Melrose Cushion Moulding,23,10,Black,5.34,10.69,Wood
3543BM,23x13mm Metallic Blue Cushion Moulding,23,10,Blue,6.77,13.55,Wood
3543BU,23x13mm Blue Melrose Cushion Moulding,23,10,Blue,5.34,10.69,Wood
3543DY,23x13mm Dark Yew Melrose Cushion Moulding,23,10,Orange,5.34,10.69,Wood
3543GD,23x13mm Gold Cushion Moulding,23,10,Gold,6.77,13.55,Wood
3543GN,23x13mm Green Melrose Cushion Moulding,23,10,Green,5.34,10.69,Wood
3543LO,23x13mm Light Oak Melrose Cushion Moulding,23,10,Brown,5.34,10.69,Wood
3543MA,23x13mm Mahogany Melrose Cushion Moulding,23,10,Brown,5.34,10.69,Wood
3543PT,23x13mm Pewter Cushion Moulding,23,10,Pewter,6.77,13.55,Wood
3543RD,23x13mm Red Melrose Cushion Moulding,23,10,Red,5.34,10.69,Wood
3543SA,23x13mm Satin Melrose Cushion Moulding,23,10,Brown,5.34,10.69,Wood
3543SI,23x13mm Silver Cushion Moulding,23,10,Silver,6.77,13.55,Wood
3543TK,23x13mm Teak Melrose Cushion Moulding,23,10,Brown,5.34,10.69,Wood
3543WA,23x13mm Walnut Melrose Cushion Moulding,23,10,Brown,5.34,10.69,Wood
3606GD,20x32mm Gold Leaf LUXE Windsor Box Moulding,20,28,Gold,8.77,17.54,Wood
3606SI,20x32mm Silver Leaf LUXE Windsor Box Moulding,20,28,Silver,8.77,17.54,Wood
3607GD,20x45mm Gold Leaf LUXE Windsor Box Moulding,20,40,Gold,10.1,20.2,Wood
3607SI,20x45mm Silver Leaf LUXE Windsor Box Moulding,20,40,Silver,10.1,20.2,Wood
3608GD,40x30mm Gold Leaf LUXE Windsor Scoop Moulding,40,10,Gold,12.46,24.93,Wood
3608SI,40x30mm Silver Leaf LUXE Windsor Scoop Moulding,40,10,Silver,12.46,24.93,Wood
3810TU,38x10mm Raw Tulip Sub Frame Moulding,38,,Natural,4.47,8.95,Wood
3818BK,38x18mm Decorative Black Lahore Moulding,38,10,Black,5.81,11.62,Wood
3818BU,38x18mm Decorative Blue Lahore Moulding,38,10,Blue,5.81,11.62,Wood
3818GN,38x18mm Decorative Green Lahore Moulding,38,10,Green,5.81,11.62,Wood
3818LB,38x18mm Decorative Light Blue Lahore Moulding,38,10,Blue,5.81,11.62,Wood
3818LG,38x18mm Decorative Light Green Lahore Moulding,38,10,Green,5.81,11.62,Wood
3818PK,38x18mm Decorative Pink Lahore Moulding,38,10,Pink,5.81,11.62,Wood
3818RD,38x18mm Decorative Red Lahore Moulding,38,10,Red,5.81,11.62,Wood
3818WH,38x18mm Decorative White Lahore Moulding,38,10,White,5.81,11.62,Wood
3818YW,38x18mm Decorative Yellow Lahore Moulding,38,10,Yellow,5.81,11.62,Wood
3820BE,38x20mm Beech Veneer Maiella Flat Moulding,38,15,Brown,6.93,13.86,Wood
3820MA,38x20mm Maple Veneer Maiella Flat Moulding,38,15,Brown,8.02,16.04,Wood
3820OA,38x20mm Oak Veneer Maiella Flat Moulding,38,15,Brown,6.93,13.86,Wood
3820WA,38x20mm Walnut Veneer Maiella Flat Moulding,38,15,Brown,8.02,16.04,Wood
3820WE,38x20mm Wenge Veneer Maiella Flat Moulding,38,15,Brown,8.02,16.04,Wood
3825BK,38x25mm Decorative Black Kashmir Bevel Moulding,38,12,Black,6.53,13.06,Wood
3825GD,38x25mm Decorative Gold Kashmir Bevel Moulding,38,12,Gold,6.53,13.06,Wood
3825LB,38x25mm Decorative Light Brown Kashmir Bevel Moulding,38,12,Brown,6.53,13.06,Wood
3825MA,38x25mm Decorative Maroon Kashmir Bevel Moulding,38,12,Red,6.53,13.06,Wood
3825SI,38x25mm Decorative Silver Kashmir Bevel Moulding,38,12,Silver,6.53,13.06,Wood
3825WH,38x25mm Decorative White Kashmir Bevel Moulding,38,12,White,6.53,13.06,Wood
3826BK,63x25mm Decorative Black Kashmir Bevel Moulding,63,12,Black,11.75,23.5,Wood
3826GD,63x25mm Decorative Gold Kashmir Bevel Moulding,63,12,Gold,13.44,26.88,Wood
3826SI,63x25mm Decorative Silver Kashmir Bevel Moulding,63,12,Silver,13.44,26.88,Wood
3826WH,63x25mm Decorative White Kashmir Bevel Moulding,63,12,White,11.75,23.5,Wood
4015BN,40x15mm Brown Flat Moulding,40,9,Brown,3.35,6.7,Wood
4057BK,40x57mm Matt Black Flat Moulding,40,52,Black,14.19,28.37,Wood
4057WH,40x57mm Matt White Flat Moulding,40,52,White,14.19,28.37,Wood
4146BK,16x46mm Black Open Grain L-shape Moulding,16,,Black,7.13,14.26,Wood
4146WH,16x46mm White Open Grain L-shape Moulding,16,,White,7.13,14.26,Wood
4160WH,70x32mm Whitewash Bevel Moulding,70,11,White,10.14,20.29,Wood
4200BK,40x30mm Distressed Black Houghton Scoop Moulding,40,12,Black,10.38,20.77,Wood
4200BN,40x30mm Distressed Brown Houghton Scoop Moulding,40,12,Brown,10.38,20.77,Wood
4200GN,40x30mm Distressed Green Houghton Scoop Moulding,40,12,Green,10.38,20.77,Wood
4200PG,40x30mm Distressed Pale Grey Houghton Scoop Moulding,40,12,Grey,10.38,20.77,Wood
4200TP,40x30mm Distressed Taupe Houghton Scoop Moulding,40,12,Brown,10.38,20.77,Wood
4200WH,40x30mm Distressed White Houghton Scoop Moulding,40,12,White,10.38,20.77,Wood
4246BK,42x46mm Black Open Grain Oslo Flat Moulding,42,27,Black,6.53,13.06,Wood
4246WH,42x46mm Whitewash Oslo Flat Moulding,42,27,White,7.09,14.18,Wood
4247BK,54x60mm Black Open Grain Oslo Flat Moulding,54,34,Black,9.74,19.49,Wood
4247WH,54x60mm Whitewash Oslo Flat Moulding,54,34,White,10.42,20.83,Wood
4303BK,29x23mm Black and Gold Edinburgh Scoop Moulding,29,12,Black,6.14,12.29,Wood
4303BN,29x23mm Brown and Gold Edinburgh Scoop Moulding,29,12,Brown,6.14,12.29,Wood
4303GY,29x23mm Grey and Silver Edinburgh Scoop Moulding,29,12,Grey,6.14,12.29,Wood
4303WH,29x23mm White and Silver Edinburgh Scoop Moulding,29,12,White,6.14,12.29,Wood
4307BK,39x26mm Black and Gold Edinburgh Scoop Moulding,39,12,Black,8,16,Wood
4307BN,39x26mm Brown and Gold Scoop Edinburgh Moulding,39,12,Brown,8,16,Wood
4307GY,39x26mm Grey and Silver Scoop Edinburgh Moulding,39,12,Grey,8,16,Wood
4307WH,39x26mm White and Silver Edinburgh Scoop Moulding,39,12,White,8,16,Wood
4321BK,34x26mm Black Davenport Scoop Moulding,34,13,,7.62,15.24,Wood
4321BR,34x26mm Bronze Davenport Scoop Moulding,34,13,,7.62,15.24,Wood
4321GD,34x26mm Gold Davenport Scoop Moulding,34,13,,7.62,15.24,Wood
4321PT,34x26mm Pewter Davenport Scoop Moulding,34,13,,7.62,15.24,Wood
4321SI,34x26mm Silver Davenport Scoop Moulding,34,13,,7.62,15.24,Wood
4322BK,58x38mm Black Davenport Scoop Moulding,58,14,,13.24,26.48,Wood
4322BR,58x38mm Bronze Davenport Scoop Moulding,58,14,,13.24,26.48,Wood
4322GD,58x38mm Gold Davenport Scoop Moulding,58,14,,13.24,26.48,Wood
4322PT,58x38mm Pewter Davenport Scoop Moulding,58,14,,13.24,26.48,Wood
4322SI,58x38mm Silver Davenport Scoop Moulding,58,14,,13.24,26.48,Wood
4352BK,43x52mm Black Closed Grain L-shape Moulding,43,,Black,13.94,27.89,Wood
4412BK,60x20mm Rustic Black Step Moulding,60,12,Black,13.61,27.22,Wood
4412BN,60x20mm Rustic Light Brown Step Moulding,60,12,Brown,13.61,27.22,Wood
4412GY,60x20mm Rustic Grey Step Moulding,60,12,Grey,13.61,27.22,Wood
4412WH,60x20mm Rustic White Step Moulding,60,12,White,13.61,27.22,Wood
4419BK,44x19mm Black Ravenna Bevel Moulding,44,11,Black,4.34,8.67,Wood
4419GY,44x19mm Grey Ravenna Bevel Moulding,44,11,Grey,4.34,8.67,Wood
4419IV,44x19mm Ivory Ravenna Bevel Moulding,44,11,Cream,4.34,8.67,Wood
4419Wh,44x19mm White Ravenna Bevel Moulding,44,11,White,4.34,8.67,Wood
4424BK,37x17mm Brushed Black Flat Moulding,37,12,Black,6.55,13.1,Wood
4424BR,37x17mm Brushed Bronze Flat Moulding,37,12,Bronze,6.55,13.1,Wood
4424CH,37x17mm Brushed Champagne Flat Moulding,37,12,Gold,6.55,13.1,Wood
4424GD,37x17mm Brushed Gold Flat Moulding,37,12,Gold,6.55,13.1,Wood
4424PT,37x17mm Brushed Pewter Flat Moulding,37,12,Pewter,6.55,13.1,Wood
4426CM,44x26mm Cream Scoop Moulding,44,7,Cream,5.64,11.28,Wood
4426WH,44x26mm White Scoop Moulding,44,7,White,5.64,11.28,Wood
4432CM,44x32mm Cream Scoop Moulding,44,8,Cream,6.35,12.71,Wood
4432WH,44x32mm White Scoop Moulding,44,8,White,6.35,12.71,Wood
4464BK,22x13mm Brushed Black Flat Moulding,22,9,Black,4.75,9.49,Wood
4464BR,22x13mm Brushed Bronze Flat Moulding,22,9,Bronze,4.75,9.49,Wood
4464CH,22x13mm Brushed Champagne Flat Moulding,22,9,Gold,4.75,9.49,Wood
4464GD,22x13mm Brushed Gold Flat Moulding,22,9,Gold,4.75,9.49,Wood
4464PT,22x13mm Brushed Pewter Flat Moulding,22,9,Pewter,4.75,9.49,Wood
4503TA,44x18mm Teak Step Moulding,44,10,Brown,10.31,20.63,Wood
4519OA,DISCONTINUED - 45x20mm Raw Oak Flat Moulding,45,13,Natural,13.89,27.78,Wood
4544OB,61x22mm Raw Obeche Reverse Moulding,61,12,Natural,5.97,11.95,Wood
4812RG,15x15mm Red & Gold Scoop Moulding,15,7,Gold,13.37,26.73,Wood
4824BG,28x25mm Black & Gold Antique LUXE Burghley Scoop Moulding,28,12,,7.55,15.1,Wood
4824BS,28x25mm Black & Silver Antique LUXE Burghley Scoop Moulding,28,12,,7.55,15.1,Wood
4824WG,28x25mm White & Gold Antique LUXE Burghley Scoop Moulding,28,12,,7.55,15.1,Wood
4824WS,28x25mm White & Silver Antique LUXE Burghley Scoop Moulding,28,12,,7.55,15.1,Wood
4826BG,37x27mm Black & Gold Antique LUXE Burghley Scoop Moulding,37,12,,8.98,17.96,Wood
4826BS,37x27mm Black & Silver Antique LUXE Burghley Scoop Moulding,37,12,,9.43,18.86,Wood
4826WG,37x27mm White & Gold Antique LUXE Burghley Scoop Moulding,37,12,,8.98,17.96,Wood
4826WS,37x27mm White & Silver Antique LUXE Burghley Scoop Moulding,37,12,,8.98,17.96,Wood
4828BG,62x33mm Black & Gold Antique LUXE Burghley Scoop Moulding,62,12,,15.07,30.14,Wood
4828BS,62x33mm Black & Silver Antique LUXE Burghley Scoop Moulding,62,12,,15.07,30.14,Wood
4828WG,62x33mm White & Gold Antique LUXE Burghley Scoop Moulding,62,12,,15.07,30.14,Wood
4828WS,62x33mm White & Silver Antique LUXE Burghley Scoop Moulding,62,12,,15.07,30.14,Wood
4920CH,49x20mm Champagne Miami Flat Moulding,49,14,Gold,7.78,15.56,Wood
4920GD,49x20mm Gold Miami Flat Moulding,49,14,Gold,7.78,15.56,Wood
4920PT,49x20mm Pewter Miami Flat Moulding,49,14,Pewter,7.78,15.56,Wood
4920SI,49x20mm Silver Miami Flat Moulding,49,14,Silver,7.78,15.56,Wood
4924BG,30x20mm Closed Grain Black and Gold Bergen Angled Moulding,30,10,Black,3.95,7.9,Wood
4924BK,30x20mm Closed Grain Black Bergen Angled Moulding,30,10,Black,3.57,7.14,Wood
4924BS,30x20mm Closed Grain Black and Silver Bergen Angled Moulding,30,10,Black,3.95,7.9,Wood
4925BG,49x25mm Closed Grain Black and Gold Bergen Angled Moulding,49,14,Black,6.37,12.75,Wood
4925BK,49x25mm Closed Grain Black Bergen Angled Moulding,49,14,Black,6,11.99,Wood
4925BS,49x25mm Closed Grain Black and Silver Bergen Angled Moulding,49,14,Black,6.37,12.75,Wood
5016TU,50x16mm Raw Tulip Sub Frame Moulding,50,,Natural,8.35,16.7,Wood
5018WP,43x15mm Wormholed Pine Reverse Moulding,43,7,Natural,5.85,11.7,Wood
5019WP,36x14mm Wormholed Pine Reverse Moulding,36,6,Natural,4.67,9.35,Wood
5020BG,30x30mm Black & Gold Step Moulding,30,22,Black,10.44,20.88,Wood
5020BR,30x30mm Bronze Step Moulding,30,22,Bronze,10.44,20.88,Wood
5020CH,30x30mm Champagne Step Moulding,30,22,Gold,10.44,20.88,Wood
5020GD,30x30mm Gold Step Moulding,30,22,Gold,10.44,20.88,Wood
5020PT,30x30mm Pewter Step Moulding,30,22,Pewter,10.44,20.88,Wood
5020SI,30x30mm Silver Step Moulding,30,21,Silver,10.44,20.88,Wood
5023MA,19x29mm Mahogany/Silver Edge LUXE Greenwich Flat Moulding,19,17,Brown,6.2,12.39,Wood
5023OA,19x29mm Oak/Silver Edge LUXE Greenwich Flat Moulding,19,17,Brown,6.2,12.39,Wood
5023WA,19x29mm Walnut/Silver Edge LUXE Greenwich Flat Moulding,19,17,Brown,6.2,12.39,Wood
5023WE,19x29mm Wenge/Silver Edge LUXE Greenwich Flat Moulding,19,17,Brown,6.2,12.39,Wood
5024MA,50x24mm Mahogany/Silver Edge LUXE Greenwich Flat Moulding,50,15,Brown,8.83,17.66,Wood
5024OA,50x24mm Oak/Silver Edge LUXE Greenwich Flat Moulding,50,15,Brown,8.83,17.66,Wood
5024WA,50x24mm Walnut/Silver Edge LUXE Greenwich Flat Moulding,50,15,Brown,8.83,17.66,Wood
5024WE,50x24mm Wenge/Silver Edge LUXE Greenwich Flat Moulding,50,15,Brown,8.83,17.66,Wood
5025BN,50x25mm Brown Flat Moulding,50,10,Brown,5.82,11.63,Wood
5028BG,50x28mm Black & Gold LUXE Trevi Step Moulding - FSC,50,17,Black,10.46,20.92,Wood
5028BS,50x28mm Black & Silver LUXE Trevi Step Moulding - FSC,50,17,Black,10.46,20.92,Wood
5028GD,50x28mm Gold LUXE Trevi Step Moulding - FSC,50,17,Gold,10.46,20.92,Wood
5028SI,50x28mm Silver LUXE Trevi Step Moulding - FSC,50,17,Silver,10.46,20.92,Wood
5034BK,31x49mm Black Flat Moulding,31,46,Black,13.15,26.29,Wood
5034WH,31x49mm White Flat Moulding,31,46,White,13.15,26.29,Wood
5050BK,50x50mm Black Flat Moulding,50,30,Black,14.69,29.38,Wood
5050WH,50x50mm White Flat Moulding,50,30,White,14.69,29.38,Wood
5241OA,16x52mm Oak Veneer Umbra L-shape Moulding,16,40,Brown,10.64,21.27,Wood
5241WA,16x52mm Walnut Veneer Umbra L-shape Moulding,16,40,Brown,10.64,21.27,Wood
5241WE,16x52mm Wenge Veneer Umbra L-shape Moulding,16,40,Brown,10.64,21.27,Wood
5300OB,DISCONTINUED - 29x41mm Raw Obeche Flat Moulding,29,34,Natural,7.09,14.18,Wood
5350BK,49x30mm Black Flat Moulding,49,20,Black,10.37,20.75,Wood
5350WH,49x30mm White Flat Moulding,49,20,White,13.42,26.84,Wood
5364BL,49x30mm Black Gloss Flat Moulding,49,20,Black,11.24,22.47,Wood
5364WH,49x30mm White Gloss Flat Moulding,49,20,White,12.54,25.07,Wood
5410BN,22x16mm Brown Bevel Moulding,22,8,Brown,4.4,8.8,Wood
5410CM,22x16mm Cream Bevel Moulding,22,8,Cream,4.4,8.8,Wood
5410GN,22x16mm Green Bevel Moulding,22,8,Green,4.4,8.8,Wood
5410WH,22x16mm White Bevel Moulding,22,8,White,4.4,8.8,Wood
5434BG,14x12mm Black & Gold Cushion Moulding,14,9,Gold,8.31,16.63,Wood
5434GD,14x12mm Gold Cushion Moulding,14,9,Gold,8.31,16.63,Wood
5434GN,14x12mm Green & Gold Cushion Moulding,14,9,Gold,8.31,16.63,Wood
5434SI,14x12mm Silver Cushion Moulding,14,9,Silver,8.31,16.63,Wood
5445GD,30x21mm Gold Scoop Moulding,30,12,Gold,8.39,16.78,Wood
5445SI,30x21mm Silver Scoop Moulding,30,12,Silver,8.39,16.78,Wood
5450GD,41x25mm Gold Scoop Moulding,41,14,Gold,9.82,19.64,Wood
5450SI,41x25mm Silver Scoop Moulding,41,14,Silver,9.82,19.64,Wood
5460GD,82x33mm Gold Scoop Moulding,82,15,Gold,18.25,36.5,Wood
5460SI,82x33mm Silver Scoop Moulding,82,15,Silver,18.25,36.5,Wood
5470BK,24x15mm Black Bevel Moulding,24,9,Black,8.21,16.42,Wood
5470BR,24x15mm Bronze Bevel Moulding,24,9,Bronze,8.21,16.42,Wood
5470GD,24x15mm Gold Bevel Moulding,24,9,Gold,8.21,16.42,Wood
5470PT,24x15mm Pewter Bevel Moulding,24,9,Pewter,8.21,16.42,Wood
5470SI,24x15mm Silver Bevel Moulding,24,9,Silver,8.21,16.42,Wood
5472BK,36x19mm Black Bevel Moulding,36,9,Black,10.54,21.08,Wood
5472BR,36x19mm Bronze Bevel Moulding,36,9,Bronze,10.54,21.08,Wood
5472GD,36x19mm Gold Bevel Moulding,36,9,Gold,10.54,21.08,Wood
5472PT,36x19mm Pewter Bevel Moulding,36,9,Pewter,10.54,21.08,Wood
5472SI,36x19mm Silver Bevel Moulding,36,9,Silver,10.54,21.08,Wood
5529BL,15x12mm Gloss Black Melrose Cushion Moulding,15,9,Black,4.69,9.39,Wood
5529BU,15x12mm Gloss Blue Melrose Cushion Moulding,15,9,Blue,4.69,9.39,Wood
5529MA,15x12mm Gloss Maroon Melrose Cushion Moulding,15,9,Red,4.69,9.39,Wood
5529NY,15x12mm Gloss Navy Melrose Cushion Moulding,15,9,Blue,4.69,9.39,Wood
5529RD,15x12mm Gloss Red Melrose Cushion Moulding,15,9,Red,4.69,9.39,Wood
5529WH,15x12mm Gloss White Melrose Cushion Moulding,15,9,White,4.69,9.39,Wood
5530OB,61x27mm Raw Obeche Scoop Moulding,61,8,Natural,10.5,21,Wood
5543BL,23x12mm Gloss Black Melrose Cushion Moulding,23,9,Black,6.25,12.5,Wood
5543BU,23x12mm Gloss Blue Melrose Cushion Moulding,23,9,Blue,6.25,12.5,Wood
5543MA,23x12mm Gloss Maroon Melrose Cushion Moulding,23,9,Red,6.25,12.5,Wood
5543NY,23x12mm Gloss Navy Melrose Cushion Moulding,23,9,Blue,6.25,12.5,Wood
5543RD,23x12mm Gloss Red Melrose Cushion Moulding,23,9,Red,6.25,12.5,Wood
5543WH,23x12mm Gloss White Melrose Cushion Moulding,23,9,White,6.25,12.5,Wood
5545BL,40x14mm Gloss Black Cushion Moulding,40,10,Black,11.09,22.18,Wood
5545WH,40x15mm Gloss White Cushion Moulding,40,10,White,11.09,22.18,Wood
5560BK,56x60mm Black Open Grain L-shape Moulding,56,,Black,14.99,29.99,Wood
5655BK,19x38mm Antique Black Rope Cadiz Moulding,19,26,Black,7.17,14.35,Wood
5655GD,19x38mm Antique Gold Rope Cadiz Moulding,19,26,Gold,7.96,15.92,Wood
5655SI,19x38mm Antique Silver Rope Cadiz Moulding,19,26,Silver,7.96,15.92,Wood
5655WH,19x38mm Antique White Rope Cadiz Moulding,19,26,White,7.17,14.35,Wood
5793NT,15x31mm Natural Flat Moulding,15,25,Natural,6.42,12.83,Wood
5819BK,58x19mm Black Ravenna Bevel Moulding,58,11,Black,5.27,10.54,Wood
5819GY,58x19mm Grey Ravenna Bevel Moulding,58,11,Grey,5.27,10.54,Wood
5819IV,58x19mm Ivory Ravenna Bevel Moulding,58,11,Cream,5.27,10.54,Wood
5819WH,58x19mm White Ravenna Bevel Moulding,58,11,White,5.27,10.54,Wood
5821BK,58x21mm Black Ancona Flat Moulding,58,15,Black,4.84,9.68,Wood
5821GY,58x21mm Grey Ancona Flat Moulding,58,15,Grey,4.84,9.68,Wood
5821WH,58x21mm White Ancona Flat Moulding,58,15,White,4.84,9.68,Wood
5837BR,19x35mm Bronze Vester Ribbed Box Moulding,19,23,Bronze,7.87,15.74,Wood
5837GD,19x35mm Gold Vester Ribbed Box Moulding,19,23,Gold,7.87,15.74,Wood
5837PT,19x35mm Pewter Vester Ribbed Box Moulding,19,23,Pewter,7.87,15.74,Wood
5837SI,19x35mm Silver Vester Ribbed Box Moulding,19,23,Silver,7.87,15.74,Wood
6000AS,20x33mm Raw Ash Flat Moulding,20,28,Natural,6.77,13.55,Wood
6000OA,20x33mm Raw Oak Flat Moulding,20,29,Natural,6.47,12.94,Wood
6000TU,20x33mm Raw Tulip Flat Moulding,20,30,Natural,6.3,12.6,Wood
6000WA,20x33mm Raw Walnut Flat Moulding,20,30,Brown,10.74,21.47,Wood
6060BK,33x30mm Black/Silver LUXE Beaufort Block Moulding,33,15,Black,10.92,21.84,Wood
